Time (s),Magnetic Field x (µT),Magnetic Field y (µT),Magnetic Field z (µT),Absolute field (µT)
4.028195458,5.473387718,-28.38137245,-19.36435318,34.79135596
4.038192458,5.380272865,-28.51774597,-19.07425117,34.72803233
4.048188458,5.27623558,-28.58808517,-18.81910324,34.63056342
4.058184458,5.140598297,-28.58543205,-18.6924839,34.53927664
4.068181458,4.916531563,-28.63011932,-18.67314911,34.53320884
4.078177458,4.636088848,-28.77615547,-18.646698,34.60144202
4.088173458,4.390337944,-28.85513878,-18.57342339,34.59575346
4.098169458,4.098734856,-28.83885574,-18.47859001,34.49547096
4.108166458,3.908197641,-28.77486992,-18.42502022,34.39111103
4.118162458,3.637832165,-28.83543968,-18.41160774,34.40499534
4.128158458,3.456788778,-28.78508759,-18.47782707,34.37965604
4.138155458,3.222626686,-28.67735863,-18.58966637,34.32713091
4.148151458,3.008648634,-28.58490372,-18.68819427,34.28406762
4.158147458,2.7631917,-28.55044556,-18.71885681,34.25140538
4.168144458,2.614508152,-28.58148575,-18.51212311,34.15312112
4.178140458,2.550544739,-28.70430565,-18.31871223,34.14700073
4.188136458,2.734559059,-29.03060913,-17.91834831,34.22457138
4.198133458,3.0910182,-29.53445435,-17.42223358,34.42924062
4.208129458,3.385246038,-29.95073128,-16.94700432,34.57899869
4.218125458,3.663421869,-30.35967255,-16.34898758,34.67592496
4.228122458,3.888572931,-30.63469124,-15.75720024,34.66835252
4.238118458,4.047065735,-30.96991539,-15.09759521,34.69080255
4.248114458,4.175179482,-31.21899986,-14.42235756,34.64191787
4.258111458,4.285106182,-31.53631973,-13.79681396,34.68794708
4.268107458,4.30006218,-31.84823799,-13.15570068,34.72568586
4.278103458,4.240187168,-32.14218903,-12.67065239,34.8086905
4.288100458,4.123013973,-32.4582634,-12.26225853,34.9413951
4.298096458,3.983267069,-32.64251328,-11.91033745,34.97508009
4.308092458,3.769438267,-32.84477234,-11.55054092,35.02003327
4.318089458,3.498851776,-33.07056427,-11.39432335,35.15301964
4.328085458,3.209447622,-33.21300888,-11.2938633,35.22720342
4.338081458,2.991907597,-33.40525818,-11.18502808,35.35488139
4.348078458,2.746572495,-33.42546844,-11.12320328,35.33456173
4.358074458,2.532088757,-33.45714951,-11.16849518,35.36279982
4.368070458,2.290930986,-33.51499176,-11.20526886,35.41272494
4.378067458,2.038240671,-33.51866913,-11.12980461,35.37694385
4.388063458,1.807549477,-33.57456207,-11.17084312,35.43030044
4.398059458,1.544957161,-33.62614059,-11.14732933,35.45937359
4.408056458,1.316196203,-33.6775322,-11.00578117,35.4547002
4.418052458,1.257136106,-33.82315826,-10.80838203,35.53037501
4.428048458,1.308868527,-34.01424408,-10.5014267,35.62249149
4.438045458,1.518289685,-34.1321373,-10.27010536,35.67608533
4.448041458,1.825511336,-34.35681152,-9.868797302,35.79268291
4.458037458,2.13138938,-34.45715714,-9.552209854,35.82015092
4.468034458,2.382305145,-34.67626953,-9.098625183,35.92915288
4.478030458,2.63649559,-34.92583466,-8.616725922,36.06955782
4.488026458,2.81997633,-35.19829941,-8.057910919,36.21881384
4.498023458,2.995208979,-35.32169342,-7.504667282,36.23414597
4.508019458,3.080395222,-35.43105316,-6.917512894,36.23120682
4.518015458,3.186979294,-35.58953094,-6.300030708,36.28308059
4.528012458,3.130182743,-35.71368027,-5.670096397,36.29621186
4.538008458,3.111561775,-35.85826111,-5.020889282,36.34151945
4.548004458,3.050852537,-36.0135498,-4.531933784,36.4255665
4.558001458,2.923966646,-36.08863831,-3.974514961,36.4243897
4.567997458,2.749962807,-36.20026016,-3.349220276,36.45872197
4.577993458,2.550977945,-36.27109528,-2.662744522,36.45805877
4.587990458,2.371081591,-36.34632874,-2.045388222,36.48097111
4.597986458,2.183496952,-36.34884644,-1.387173653,36.44078137
4.607982458,2.060901165,-36.41828918,-0.738158226,36.4840236
4.617979458,1.951605797,-36.52686691,-0.07974338531,36.57905317
4.627975458,1.799451828,-36.610569,0.5111904144,36.65832927
4.637971458,1.59678483,-36.67522812,1.161491394,36.72834248
4.647968458,1.48571372,-36.71300507,1.959538937,36.79526979
4.657964458,1.375517607,-36.67961502,2.721019745,36.80611573
4.667960458,1.227975845,-36.61283493,3.483402252,36.79866434
4.677957458,1.182589173,-36.50926208,4.302116394,36.78087738
4.687953458,1.096086979,-36.44067383,5.086344719,36.81025697
4.697949458,1.024234176,-36.40692902,5.900382042,36.89617926
4.707945458,1.039599538,-36.34405518,6.753905296,36.9808917
4.717942458,1.026703596,-36.23305511,7.731723785,37.0630268
4.727938458,1.016680241,-35.99940109,8.665765762,37.04167942
4.737934458,1.076900005,-35.72564697,9.581857681,37.00396684
4.747931458,1.252484798,-35.50270844,10.48183727,37.03889762
4.757927458,1.456318736,-35.16543579,11.43568707,37.00680582
4.767923458,1.64347899,-34.96735001,12.34097672,37.11760089
4.777920458,1.792785406,-34.70072937,13.13356972,37.14626969
4.787916458,1.987426519,-34.40722656,13.95141792,37.18130129
4.797912458,2.162462711,-34.22206879,14.62153435,37.27754691
4.807909458,2.314016581,-33.91648865,15.38880539,37.31619228
4.817905458,2.426543236,-33.53720856,15.98571205,37.23137735
4.827901458,2.461811543,-33.08701324,16.73222351,37.15882486
4.837898458,2.47326827,-32.78617096,17.52906418,37.26014161
4.847894458,2.431216717,-32.43999481,18.30411911,37.326999
4.857890458,2.25316143,-32.06754303,18.98251343,37.33282562
4.867887458,2.134118557,-31.72863579,19.623703,37.36777369
4.877883458,2.024284124,-31.36293602,20.22064972,37.37119422
4.887879458,1.94201386,-30.88601875,20.86019707,37.32111191
4.897876458,1.876692533,-30.35250473,21.61646652,37.31042942
4.907872458,1.876692533,-30.35250473,21.61646652,37.31042942
4.917868458,1.773840904,-29.73899269,22.41023254,37.27965558
4.927865458,1.585336685,-28.97991562,23.28505707,37.20944348
4.937861458,1.331574678,-28.233675,24.12351608,37.15989133
4.947857458,0.88672328,-27.44167137,25.11720848,37.21163484
4.957854458,0.3172307014,-26.46092606,26.11240005,37.17712576
4.967850458,-0.3157463074,-25.54633331,27.09950447,37.24376436
4.977846458,-0.9716603756,-24.54855919,28.01561356,37.26191736
4.987843458,-1.595612526,-23.53529549,28.74074554,37.18180425
4.997839458,-2.145528793,-22.52239609,29.36095047,37.06652171
5.007835458,-2.592525482,-21.51737022,30.01983261,37.02578507
5.017832458,-2.988791466,-20.4818058,30.67555428,37.00576811
5.027828458,-3.22574234,-19.38981247,31.30984497,36.96858982
5.037824458,-3.292700291,-18.36678696,31.83015251,36.89633244
5.047821458,-3.403713703,-17.28888702,32.45225143,36.92748982
5.057817458,-3.545909882,-16.21450424,32.98705673,36.92735485
5.067813458,-3.842633247,-15.14976788,33.41653442,36.89100256
5.077810458,-4.301382065,-14.09724236,33.70790863,36.78936305
5.087806458,-4.86755991,-12.94168377,34.01293564,36.71593808
5.097802583,-5.572926998,-11.62520885,34.17546082,36.52622507
5.107799583,-6.315933228,-10.28474617,34.31066132,36.37153415
5.117795583,-6.934315681,-8.970444679,34.47456741,36.29117537
5.127791583,-7.366892815,-7.659003258,34.56809998,36.1646924
5.137787583,-7.581681252,-6.352131844,34.73609161,36.11685936
5.147784583,-7.629123688,-5.323848724,34.91130829,36.12957708
5.157780583,-7.475076675,-4.479167938,35.13998795,36.20439848
5.167776583,-7.372286797,-3.707930088,35.17998886,36.13489967
5.177773583,-7.245814323,-2.862887383,35.15615845,36.00907422
5.187769583,-7.27599144,-1.873193741,35.10753632,35.9024792
5.197765583,-7.385182381,-0.6844749451,35.00335693,35.78050337
5.207762583,-7.551573753,0.508972168,34.9643631,35.77418071
5.217758583,-7.724267006,1.680447578,34.82113647,35.70713865
5.227754583,-7.940814018,2.840233803,34.70675659,35.71669649
5.237751583,-8.213713646,4.02432251,34.42108154,35.61560217
5.247747583,-8.448988914,5.239866257,34.14076233,35.5588704
5.257743583,-8.731497765,6.386716843,33.71523285,35.40827772
5.267740583,-9.13104248,7.588670731,33.15061569,35.21259975
5.277736583,-9.592987061,8.85773468,32.5388031,35.06078396
5.287732583,-10.23813534,10.23648834,31.83720779,34.97446081
5.297729583,-10.89589787,11.61989212,30.98381042,34.83875703
5.307725583,-11.5218935,13.01004601,30.01466179,34.6827803
5.317721583,-12.25074768,14.4029274,28.92463112,34.55661184
5.327718583,-12.9826231,15.51716805,27.84274673,34.41728566
5.337714583,-13.85264969,16.48724174,26.68204308,34.28784721
5.347710583,-14.8740797,17.30771446,25.53704643,34.24815276
5.357707583,-15.98539829,17.94091797,24.49113846,34.31071785
5.367703583,-16.94544983,18.4891777,23.42650604,34.31907848
5.377699583,-17.88969803,18.81155586,22.22092438,34.17141217
5.387696583,-18.74419022,19.07931709,21.1072979,34.07173362
5.397692583,-19.48635483,19.41350174,19.8217411,33.90432855
5.407688583,-20.10196686,19.88361168,18.51242256,33.79581149
5.417684583,-20.51877975,20.42535019,17.27613831,33.71468831
5.427681583,-20.86759567,21.03138161,16.09899712,33.71873766
5.437677583,-21.08414078,21.6683712,14.77644539,33.65119078
5.447673583,-21.1974144,22.28045082,13.32704735,33.516549
5.457670583,-21.25630188,22.84110451,11.862463,33.38059995
5.467666583,-21.45063019,23.26202202,10.42128181,33.31447611
5.477662583,-21.67511368,23.60352516,9.199503899,33.34018334
5.487659583,-21.93408585,23.71162224,8.003765106,33.27770135
5.497655583,-22.2949791,23.77953529,6.861022949,33.31074943
5.507651583,-22.62662125,23.65855217,5.641058445,33.21916044
5.517648583,-22.9803772,23.58363152,4.326000214,33.21143914
5.527644583,-23.25451279,23.35063362,3.12787056,33.10299125
5.537640583,-23.54826736,23.06207085,2.037903309,33.02321997
5.547637583,-23.87284088,22.74582863,0.8506317139,32.98497879
5.557633583,-24.24966812,22.38903618,-0.06980895996,33.00485144
5.567629583,-24.54342651,21.92724037,-0.9211626053,32.9246442
5.577626583,-24.79683304,21.42478371,-1.784410477,32.81902507
5.587622583,-25.10274124,20.87196159,-2.554765701,32.74619407
5.597618583,-25.42071152,20.31572151,-3.376425743,32.71607197
5.607615583,-25.74263,19.72538757,-4.288816452,32.7134202
5.617611583,-26.00432205,19.13036156,-5.131361961,32.68832168
5.627607583,-26.27236176,18.50837898,-5.868086815,32.66850972
5.637604583,-26.5676918,17.76881218,-6.634601593,32.64338941
5.647600583,-26.88044357,16.94636345,-7.270437241,32.59749589
5.657596583,-27.11566544,15.94225121,-7.993284225,32.45469578
5.667592583,-27.4032135,14.94627571,-8.806051254,32.43260407
5.677589583,-27.5785141,13.85876274,-9.575540543,32.31610622
5.687585583,-27.79032516,12.81138992,-10.26821136,32.27801185
5.697581583,-27.97698212,11.66356468,-10.98683167,32.24066903
5.707578583,-28.14184189,10.36656952,-11.71691895,32.19806233
5.717574583,-28.32689667,8.951200485,-12.41604805,32.19775325
5.727570583,-28.43375015,7.539833069,-13.11599541,32.20802021
5.737567583,-28.49244308,5.93734169,-13.68498611,32.16131503
5.747563583,-28.54213715,4.385313988,-14.25337219,32.20315498
5.757559583,-28.62494278,2.888561249,-14.63665771,32.27944988
5.767556583,-28.60317612,1.350166321,-14.86379051,32.26293386
5.777552583,-28.55566406,-0.09539604187,-14.96534157,32.23967274
5.787548583,-28.52033234,-1.421042442,-15.16127014,32.3309887
5.797545583,-28.42404938,-2.771363258,-15.26258469,32.38137626
5.807541583,-28.32150269,-4.152995586,-15.23459244,32.42603419
5.817537583,-28.26048279,-5.520866394,-15.11589241,32.52114784
5.827534583,-28.08586121,-7.066223145,-14.99722672,32.61386083
5.837530583,-27.85608292,-8.677866936,-14.73333359,32.68543787
5.847526583,-27.65612411,-10.21780682,-14.39262962,32.80872696
5.857523583,-27.41179657,-11.71743965,-13.90415001,32.89423005
5.867519583,-27.12450409,-13.22143936,-13.42244911,33.02585837
5.877515583,-26.85679626,-14.67325974,-12.81894493,33.18007544
5.887512583,-26.46342087,-16.20494652,-12.04547119,33.28672877
5.897508583,-25.88774872,-17.69384766,-11.51456451,33.4040862
5.907504583,-25.2158432,-19.2804718,-10.97896004,33.58739205
5.917501583,-24.45197296,-20.80665398,-10.50080872,33.77991733
5.927497583,-23.58348083,-22.26198196,-10.15044212,33.98246437
5.937493583,-22.60783386,-23.60790634,-9.787549973,34.121013
5.947489583,-21.54558945,-24.96563721,-9.446834564,34.30361714
5.957486583,-20.51223373,-26.11117935,-9.186975479,34.45208177
5.967482583,-19.42716599,-27.21174431,-9.018375397,34.62982676
5.977478583,-18.30390549,-28.15384674,-8.979549408,34.76067246
5.987475583,-17.13819122,-28.98457718,-9.145774841,34.8922414
5.997471583,-16.01056671,-29.66399193,-9.359136581,34.98405495
6.007467583,-15.01875782,-30.13698387,-9.767002106,35.0598804
6.017464583,-14.06155491,-30.49181175,-10.20953751,35.0957628
6.027460583,-13.14866257,-30.77179909,-10.7829895,35.15769914
6.037456583,-12.23784828,-31.07829857,-11.21461105,35.23340849
6.047453583,-11.3086195,-31.34994507,-11.44956207,35.23913169
6.057449583,-10.47255802,-31.68786812,-11.56802177,35.32158809
6.067445583,-9.711381912,-32.07063293,-11.57078934,35.4502412
6.077442583,-9.01202774,-32.47149658,-11.14458656,35.49389446
6.087438583,-8.397260666,-32.79257584,-10.6580143,35.48887552
6.097435333,-7.889245033,-33.19500732,-10.05162811,35.56942403
6.107432333,-7.548313141,-33.61225891,-9.151712418,35.64428174
6.117428333,-7.347491264,-33.97563934,-8.124797821,35.69792762
6.127424333,-7.290171623,-34.31980133,-6.951128006,35.76749287
6.137421333,-7.357037544,-34.56223297,-5.64837265,35.7851654
6.147417333,-7.368983269,-34.86505508,-4.251350403,35.88799187
6.157413333,-7.431941032,-35.06389618,-2.823558807,35.9539017
6.167410333,-7.443572044,-35.26096344,-1.234109879,36.0591921
6.177406333,-7.299942017,-35.39987946,0.5016231537,36.14819836
6.187402333,-7.213467598,-35.54003143,2.184991837,36.33045745
6.197398333,-7.157592773,-35.48387909,3.908157349,36.40893439
6.207395333,-7.066588402,-35.35925293,5.56776619,36.48579806
6.217391333,-6.851240158,-35.25753403,7.279486656,36.64729353
6.227387333,-6.599848747,-35.08761597,8.82925415,36.77845193
6.237384333,-6.277679443,-34.85932541,10.21476173,36.86357531
6.247380333,-6.021341324,-34.6292572,11.3523283,36.93666693
6.257376333,-5.675125122,-34.61120987,12.34698677,37.18320825
6.267373333,-5.515775681,-34.56690598,13.03186226,37.35136147
6.277369333,-5.391271114,-34.51172638,13.41332626,37.41714023
6.287365333,-5.391271114,-34.51172638,13.41332626,37.41714023
6.297362333,-5.271237373,-34.57164764,13.63173199,37.53410291
6.307358333,-5.250042439,-34.62934113,13.61053848,37.57660137
6.317354333,-5.139609814,-34.80944443,13.27555275,37.60788895
6.327351333,-5.033928871,-34.89191437,12.97909546,37.56651497
6.337347333,-4.843855381,-35.0456543,12.77124023,37.61336727
6.347343333,-4.525067806,-35.0968132,12.51245117,37.53430391
6.357340333,-4.094632149,-35.1703186,12.38477325,37.51133071
6.367336333,-3.580121994,-35.18797684,12.42345047,37.48803955
6.377332333,-2.847465992,-35.25622559,12.61798859,37.55426928
6.387329333,-2.089816093,-35.27777863,13.01129341,37.65876727
6.397325333,-1.11043334,-35.36802292,13.47165871,37.86311788
6.407321333,-0.1097187996,-35.37117767,13.96641541,38.02884441
6.417317333,0.861251533,-35.22467422,14.36265087,38.05003507
6.427314333,1.741362333,-35.05109406,14.68186665,38.04167117
6.437310333,2.701193333,-34.94750214,14.73713207,38.02377431
6.447306333,3.812674999,-34.97840881,14.47162151,38.04541238
6.457303333,5.058935642,-34.97666931,13.89144135,37.97278458
6.467299333,6.485146999,-35.16830444,12.96720695,38.03965333
6.477295333,7.87259388,-35.36003113,11.83509636,38.11009107
6.487292333,9.234457016,-35.55617523,10.50060272,38.20706022
6.497288333,10.47011948,-35.74819946,8.897001266,38.29769965
6.507284333,11.38004494,-35.86340332,7.179410934,38.30447835
6.517281333,12.03212452,-35.96594238,5.216013908,38.28221301
6.527277333,12.54710293,-36.01496124,3.129246712,38.26616534
6.537273333,12.92765522,-36.02172852,0.7986965179,38.27959131
6.547270333,13.16693401,-35.78933716,-1.657421112,38.17056261
6.557266333,13.40237713,-35.38452148,-4.165452957,38.06624583
6.567262333,13.64900875,-34.76968384,-6.832145691,37.97241853
6.577259333,13.90918446,-33.92613602,-9.472230911,37.87045386
6.587255333,14.12344933,-32.88182068,-11.95040321,37.72927363
6.597251333,14.44422054,-31.7973671,-14.16896629,37.68909215
6.607248333,14.7133255,-30.64328957,-16.02007866,37.57839889
6.617244333,14.94855785,-29.49837685,-17.5951519,37.45935115
6.627240333,15.13024521,-28.46300507,-18.90963936,37.37166625
6.637237333,15.31280518,-27.62687492,-20.00225639,37.38738398
6.647233333,15.34496117,-26.98035049,-20.8451519,37.38886871
6.657229333,15.2160368,-26.45206451,-21.55047226,37.35856458
6.667225333,15.0860014,-25.9921093,-22.20692253,37.36742689
6.677222333,14.96687126,-25.48540878,-22.90315056,37.39074219
6.687218333,14.80013943,-24.79342079,-23.64006233,37.31769538
6.697214333,14.61554909,-24.05764008,-24.44234657,37.28019081
6.707211333,14.3845253,-23.19271278,-25.21296883,37.1552189
6.717207333,14.13434792,-22.36016083,-25.91612434,37.03244637
6.727203333,13.8591795,-21.47154617,-26.66420174,36.93350519
6.737200333,13.50538826,-20.57027054,-27.41260338,36.83724156
6.747196333,13.02666378,-19.68006516,-28.18810844,36.76368305
6.757192333,12.50413036,-18.8323288,-28.82118797,36.62882417
6.767189333,11.91392612,-18.08186722,-29.50197411,36.5959292
6.777185333,11.30071735,-17.28775406,-30.11614037,36.51786636
6.787181333,10.71509647,-16.67287064,-30.61542702,36.4705673
6.797178333,10.08018112,-16.1815567,-30.99720955,36.39065579
6.807174333,9.414382935,-15.7160778,-31.39449883,36.34886881
6.817170333,8.683020592,-15.15205669,-31.77779579,36.26028094
6.827167333,7.97023201,-14.50927353,-32.18598938,36.19366697
6.837163333,7.177476406,-13.84346199,-32.60586548,36.14277343
6.847159333,6.353348732,-13.3081255,-32.9100647,36.06305038
6.857156333,5.498831272,-12.77530861,-33.09817505,35.90173877
6.867152333,4.537857056,-12.15550995,-33.32521057,35.76196623
6.877148333,3.564377785,-11.66717339,-33.56236267,35.71078145
6.887144333,2.592458725,-11.1788435,-33.7570343,35.65423887
6.897141333,1.605930805,-10.65375137,-33.86345673,35.53611028
6.907137333,0.6601423025,-10.13921928,-34.01118469,35.49648208
6.917133333,-0.2955338955,-9.470088005,-34.08041382,35.37293475
6.927130333,-1.265431404,-8.750712395,-34.12135315,35.24830528
6.937126333,-2.182144165,-7.97454071,-34.22158813,35.20613792
6.947122333,-2.974811077,-7.313764572,-34.29566956,35.19280613
6.957119333,-3.672844887,-6.591319561,-34.23350525,35.05521594
6.967115333,-4.314865112,-5.962404728,-34.16337585,34.94716842
6.977111333,-4.830069065,-5.379266739,-34.2328949,34.98795751
6.987108333,-5.165023804,-4.790840149,-34.3041687,35.02007439
6.997104333,-5.275845051,-4.212741375,-34.32726288,34.98489256
7.007100333,-5.329228878,-3.596352577,-34.30861664,34.90581052
7.017097333,-5.378720284,-2.99455452,-33.95581055,34.50934741
7.027093333,-5.323805809,-2.594783783,-33.11154938,33.63704079
7.037089333,-5.377285957,-2.091980934,-32.57968903,33.08666991
7.047086333,-5.580927849,-1.4180336,-32.38594055,32.89387056
7.057082333,-5.774604797,-0.6540822983,-32.64085388,33.15417359
7.067078333,-5.948503971,0.3979387283,-33.40044403,33.92834679
7.077074333,-5.987714767,1.457859993,-33.81943512,34.37633308
7.087071333,-5.913609505,2.428139687,-33.89044189,34.48809492
7.097066833,-5.796163082,3.484762192,-33.92498016,34.5925332
7.107062833,-5.507083893,4.427106857,-33.92707825,34.65507014
7.117059833,-5.085038185,5.335170746,-33.75362396,34.54893328
7.127055833,-4.67707634,6.141214371,-33.64800262,34.52213258
7.137051833,-4.274083138,6.982397079,-33.66336823,34.64453804
7.147048833,-3.950608253,7.925134659,-33.57981873,34.72778845
7.157044833,-3.652046204,8.822120667,-33.42591858,34.76290102
7.167040833,-3.314487457,9.653972626,-33.2692337,34.79981215
7.177037833,-2.881263733,10.51629829,-33.07138062,34.82255629
7.187033833,-2.479933739,11.44621277,-32.77542114,34.80508712
7.197029833,-2.091883898,12.50239372,-32.402771,34.79404253
7.207026833,-1.633799553,13.59718513,-32.03297424,34.83768338
7.217022833,-1.190517426,14.70105743,-31.43671608,34.72471079
7.227018833,-0.7821331024,15.8572998,-30.78238869,34.63554738
7.237014833,-0.4232406616,16.94779015,-30.21345711,34.6447646
7.247011833,-0.02585148811,17.96985435,-29.58071327,34.61119662
7.257007833,0.2615776062,19.01413345,-29.03556633,34.70835355
7.267003833,0.6102132797,19.95349884,-28.52653694,34.81777974
7.277000833,0.9138839245,20.72237587,-27.9073391,34.77170719
7.286996833,1.189387321,21.42561531,-27.23934746,34.67641394
7.296992833,1.555642128,22.28129005,-26.47558403,34.63859782
7.306989833,1.944046736,23.14508247,-25.6814518,34.62674006
7.316985833,2.375684261,24.04729271,-24.85550117,34.66571939
7.326981833,2.826787233,24.82853889,-23.95178032,34.61408456
7.336978833,3.245093346,25.66302681,-23.09583092,34.67764383
7.346974833,3.644382477,26.44953728,-22.15867043,34.69677537
7.356970833,4.127388477,27.11253548,-21.26671028,34.70443605
7.366967833,4.557448864,27.63625526,-20.39869499,34.65024823
7.376963833,4.955454826,28.16923714,-19.79600716,34.78425438
7.386959833,5.432932854,28.54707527,-19.22569275,34.84364401
7.396956833,5.866975784,28.88349724,-18.77475739,34.94523333
7.406952833,6.3178792,29.06455421,-18.33913231,34.94263418
7.416948833,6.797727585,29.22026634,-17.90664101,34.93824348
7.426944833,7.191608429,29.41697121,-17.56501198,35.00867139
7.436941833,7.532968521,29.54990196,-17.25962257,35.04050359
7.446937833,7.828586578,29.61712074,-17.05768585,35.06316095
7.456933833,8.123641014,29.63841438,-16.93628693,35.08941386
7.466930833,8.478780746,29.66800117,-16.68853569,35.07972691
7.476926833,8.900164604,29.54007912,-16.40988922,34.94443687
7.486922833,9.382854462,29.52692223,-16.10567093,34.91804304
7.496919833,9.918394089,29.59167671,-15.70691109,34.93921762
7.506915833,10.52068329,29.77886772,-15.35250473,35.11645115
7.516911833,11.17434692,29.93123817,-14.89569855,35.25091322
7.526908833,11.82595348,30.01013756,-14.32618713,35.29449206
7.536904833,12.54958725,29.9498806,-13.6835556,35.23814953
7.546900833,13.35842991,29.92482948,-12.9498024,35.23691887
7.556897833,14.17838192,29.86582756,-12.17389488,35.23063846
7.566893833,15.02959347,29.79939842,-11.24837112,35.21957807
7.576889833,15.85252094,29.68852425,-10.25250626,35.18273407
7.586885833,16.61156464,29.58975792,-9.190895081,35.15637077
7.596882833,17.27669144,29.58038139,-8.223726273,35.22942952
7.606878833,17.95466614,29.3986454,-7.177791595,35.18765522
7.616874833,18.56423569,29.26474571,-6.199594498,35.20640794
7.626871833,19.16951752,29.02449608,-5.021756172,35.14412909
7.636867833,19.79862976,28.80531502,-3.791726112,35.15834326
7.646863833,20.38177109,28.48729134,-2.73690033,35.13449848
7.656860833,20.96956635,28.16407204,-1.830751419,35.16090609
7.666856833,20.96956635,28.16407204,-1.830751419,35.16090609
7.676852833,21.53032303,27.85139275,-0.9466247559,35.21577752
7.686849833,21.97364807,27.59242821,0.03552627563,35.27300053
7.696845833,22.43280411,27.30136299,1.026429653,35.35037028
7.706841833,22.82950974,26.9491291,2.00191021,35.37583524
7.716838833,23.1055336,26.71953392,3.01170969,35.45235635
7.726834833,23.2915802,26.50888634,4.202908516,35.53706801
7.736830833,23.45206451,26.2819767,5.335887909,35.62602039
7.746826833,23.49851608,25.98452568,6.411854267,35.61583507
7.756823833,23.48049545,25.80999565,7.540866375,35.6980981
7.766819833,23.40317917,25.44692421,8.823587418,35.68067323
7.776815833,23.34066391,25.17529869,10.04947472,35.77113638
7.786812833,23.12016296,24.9388485,11.25667763,35.82179352
7.796808833,22.81626892,24.61230659,12.50272751,35.81432616
7.806804833,22.57117081,24.30567741,13.85518456,35.94704223
7.816801833,22.26622772,23.96054268,15.27768326,36.10124801
7.826797833,21.8791275,23.51694298,16.61684036,36.16437765
7.836793833,21.38915634,23.19088173,18.01234436,36.32846754
7.846790833,20.83100128,22.99335289,19.26665306,36.52162115
7.856786833,20.2441597,22.88959694,20.3242836,36.69926639
7.866782833,19.48270035,22.84996986,21.24980164,36.7865574
7.876778833,18.68162537,22.85218239,22.1103363,36.87942974
7.886775833,17.54891396,22.99892235,22.91235352,36.90380406
7.896771833,16.21009064,23.25623512,23.68249512,36.93886958
7.906767833,14.6077137,23.57430077,24.42651367,36.9565627
7.916764833,12.75267887,23.97006035,25.05186462,36.94307151
7.926760833,10.71290874,24.46545601,25.66027451,37.03747615
7.936756833,8.585519791,24.89235115,26.03123093,37.02654831
7.946753833,6.501495361,25.25219917,26.17027664,36.94355674
7.956749833,4.500875473,25.55888557,26.15095901,36.84273564
7.966745833,2.50669241,25.90001488,26.1341095,36.87934322
7.976742833,0.4972571135,26.05117989,26.10003662,36.87984747
7.986738833,-1.555292606,26.07559013,26.00307655,36.8580429
7.996734833,-3.451035023,25.86120415,25.87063217,36.74236154
8.006730833,-5.236718178,25.60560036,25.85237885,36.76160332
8.016727833,-6.972935677,25.21600533,25.77221298,36.72432053
8.026723833,-8.603488922,24.79659462,25.73436546,36.75797454
